tweet;waktu;user
"RT @AntonPr12594871: Apa jadinya PSBB kalao warga bilang PAKAI MASKER GA COCOK DENGAN HIDUNGNYA ????
#PSBBRIAU #masker #BersatuJagaPangan #To…";Sat Apr 18 04:01:50 +0000 2020;polri_tni
"RT @ekonomi_jeblok: Prediksi 8.000 Warga Akan Kena Corona, Anies Buat Tempat Isolasi di GOR|
BEDA MEMANG
Salut..antisipasi sdh dilakukan, d…";Sat Apr 18 03:56:44 +0000 2020;MusabBinUmair19
#CoronaBungkamSkandalKorupsi https://t.co/r7I8D1OwH1;Sat Apr 18 03:54:11 +0000 2020;tnovri
"RT @Mbobz17: Mana surat rekomendasinya pak???

#CoronaBungkamSkandalKorupsi

https://t.co/PDi60alpMZ";Sat Apr 18 03:54:02 +0000 2020;gendro_kesesi
"RT @____mashend22: Assalamualaikum semua semoga kita semua selalu diberikan kesehatan dan keselamatan

#CoronaBungkamSkandalKorupsi https:/…";Sat Apr 18 03:53:36 +0000 2020;Miss_R01
RT @demoSoCRAZY: Cukuplah masyarakat saja yg ikhlas di bungkam PSBB saat Pandemic Covid19, @KPK_RI gak usah ikut2an di bungkam??krn ada Coro…;Sat Apr 18 03:52:04 +0000 2020;LaJoef
"RT @ekonomi_jeblok: Prediksi 8.000 Warga Akan Kena Corona, Anies Buat Tempat Isolasi di GOR|
BEDA MEMANG
Salut..antisipasi sdh dilakukan, d…";Sat Apr 18 03:50:51 +0000 2020;_venanne
RT @PolitikusBadut: Ada yg ngerasa @KPK_RI diem2 juga ya di saat pandemi covid19, padahal PSBB hanya u/ masyarakat spy berdiam/bungkam diru…;Sat Apr 18 03:48:50 +0000 2020;LaJoef
"Begitulah fakta sistem rusak dan merusak demokerasi ini... 
#BubarkanStafsusPresiden #CoronaBungkamSkandalKorupsi… https://t.co/iTc5iT8C48";Sat Apr 18 03:48:38 +0000 2020;faruq_bang
"RT @demoSoCRAZY: Jaman orba sampai era reformasi, sindikat koruptor itu jalankan KKN diluar Istana &amp; tertutup

??@msaid_didu:
Skrg KKN sanga…";Sat Apr 18 03:48:13 +0000 2020;LaJoef
"@Mbobz17 dukung Yasona buka surat rekomendasi PBB
#CoronaBungkamSkandalKorupsi";Sat Apr 18 03:44:22 +0000 2020;yarham02
#tolakDaruratSipil #TolakOmnibusLaw #RabuAmbyar #BubarkanStafsusPresiden #vcsberbayar #CoronaBungkamSkandalKorupsi… https://t.co/g8Z7Fx3FP8;Sat Apr 18 03:40:45 +0000 2020;bambanggeterosh
Perawat makin banyak yg gugur,langkah pemerintah bagaimana untuk para tenaga kesehatan terkhusunya perawat,dokter d… https://t.co/w3jlXrjZ9U;Sat Apr 18 03:40:05 +0000 2020;ammankkebbong
Bantuan pemerintah,perlu pengawasan ketat karena pandemik kovid 19 ini di jadikan pesta besar besaran bagi kaum kor… https://t.co/5tjSllRZwf;Sat Apr 18 03:39:40 +0000 2020;SemarBodronoyo8
"RT @ekonomi_jeblok: Prediksi 8.000 Warga Akan Kena Corona, Anies Buat Tempat Isolasi di GOR|
BEDA MEMANG
Salut..antisipasi sdh dilakukan, d…";Sat Apr 18 03:31:32 +0000 2020;miss_tek
"RT @ekonomi_jeblok: Prediksi 8.000 Warga Akan Kena Corona, Anies Buat Tempat Isolasi di GOR|
BEDA MEMANG
Salut..antisipasi sdh dilakukan, d…";Sat Apr 18 03:26:09 +0000 2020;supriya62582459
RT @Murid_AmienRais: Bertanya-tanya, apakah ini akun @KPK_RI atau sekolah PAUD??? #CoronaBungkamSkandalKorupsi #CoronaBungkamSkandalKorupsi…;Sat Apr 18 03:24:12 +0000 2020;Nahomy86607727
"@Ndokee_nyett Aamiin.. Trmksh Dek..
#CoronaBungkamSkandalKorupsi";Sat Apr 18 03:24:06 +0000 2020;EZZYelvi
"RT @YongL4dy: Pemerintah Beri Dana Triliunan Untuk Ruangguru, Said Didu: Baru Kali Ini Nepotisme Dipertontonkan Istana Secara Terbuka

#Cor…";Sat Apr 18 03:23:55 +0000 2020;sarisetiawaty
RT @Murid_AmienRais: Bertanya-tanya, apakah ini akun @KPK_RI atau sekolah PAUD??? #CoronaBungkamSkandalKorupsi #CoronaBungkamSkandalKorupsi…;Sat Apr 18 03:23:47 +0000 2020;thomas_sm1
"RT @ekonomi_jeblok: Prediksi 8.000 Warga Akan Kena Corona, Anies Buat Tempat Isolasi di GOR|
BEDA MEMANG
Salut..antisipasi sdh dilakukan, d…";Sat Apr 18 03:23:15 +0000 2020;iphayfaisal
"RT @YongL4dy: Pemerintah Beri Dana Triliunan Untuk Ruangguru, Said Didu: Baru Kali Ini Nepotisme Dipertontonkan Istana Secara Terbuka

#Cor…";Sat Apr 18 03:21:10 +0000 2020;farhanudin018
"RT @s4ng_pn4kLuk: Kesimpulannya duit ada atau tdk ?? 

Anda terlalu banyak regulasi yg ga masuk akal ... smentara anda melihat sendiri data…";Sat Apr 18 03:20:19 +0000 2020;umam_chaerul
"RT @HDouboegiez: Ruangguru Dapat Proyek Triliunan, Said Didu: Baru Kali Ini Nepotisme Di Istana Dipertontonkan Terbuka

#CoronaBungkamSkand…";Sat Apr 18 03:16:28 +0000 2020;ZMarajo
"RT @Mbobz17: Mana surat rekomendasinya pak???

#CoronaBungkamSkandalKorupsi

https://t.co/PDi60alpMZ";Sat Apr 18 03:16:09 +0000 2020;houschen
"RT @MudjiburRohman: ?S??t??a??f??s??u??s?
#CoronaBungkamSkandalKorupsi https://t.co/W6ptvsWA8z";Sat Apr 18 03:15:04 +0000 2020;hangusukma
"RT @Bang_N_E_O: Kritik tajam dedi gumelar terkait covid-19

#CoronaBungkamSkandalKorupsi 
#CoronaBungkamSkandalKorupsi https://t.co/OvAyiTa…";Sat Apr 18 03:10:41 +0000 2020;nana040461
"RT @HDouboegiez: Ruangguru Dapat Proyek Triliunan, Said Didu: Baru Kali Ini Nepotisme Di Istana Dipertontonkan Terbuka

#CoronaBungkamSkand…";Sat Apr 18 03:05:40 +0000 2020;Masdjodi1
"RT @Mbobz17: Mana surat rekomendasinya pak???

#CoronaBungkamSkandalKorupsi

https://t.co/PDi60alpMZ";Sat Apr 18 03:05:02 +0000 2020;tusinojapan
"RT @donat_merica__: Cuma punya ini
Ya udah di up aja
????
#CoronaBungkamSkandalKorupsi https://t.co/w8ppsUG8lD";Sat Apr 18 03:04:44 +0000 2020;jojoerfan
RT @D14h_Soew4rn02: @maes_rei @idtodayco Apa opung punya dendam pribadi  pada pribumi ya? Kok rasanya dia pengin matiin rakyat pribumi yang…;Sat Apr 18 03:04:32 +0000 2020;nana040461
"RT @cangkeureuheun: #CoronaBungkamSkandalKorupsi

??ini akibat plecinden kurang faham aturan dan etika? 

Atau naluri garong lebih kuat? 

A…";Sat Apr 18 03:03:52 +0000 2020;reviel08
"RT @ekonomi_jeblok: Prediksi 8.000 Warga Akan Kena Corona, Anies Buat Tempat Isolasi di GOR|
BEDA MEMANG
Salut..antisipasi sdh dilakukan, d…";Sat Apr 18 03:02:48 +0000 2020;reviel08
"#BancakanAnggaran
#CoronaBungkamSkandalKorupsi 
#Demoncrazy
# https://t.co/oyf2NLuhXw";Sat Apr 18 03:00:07 +0000 2020;JombangJoss
"RT @s4ng_pn4kLuk: Kesimpulannya duit ada atau tdk ?? 

Anda terlalu banyak regulasi yg ga masuk akal ... smentara anda melihat sendiri data…";Sat Apr 18 02:57:56 +0000 2020;s4ng_pn4kLuk
"Karya Besar @Kemenkumham_RI anak asuhnya mau rampok Polisi.
Polisi aja mau dirampok
Apalagi Rakyat..?… https://t.co/nTr2PbNi1R";Sat Apr 18 02:56:43 +0000 2020;TamongPanji
"RT @cangkeureuheun: #CoronaBungkamSkandalKorupsi

??ini akibat plecinden kurang faham aturan dan etika? 

Atau naluri garong lebih kuat? 

A…";Sat Apr 18 02:55:49 +0000 2020;Modin79Muhidin
"RT @cangkeureuheun: #CoronaBungkamSkandalKorupsi

??ini akibat plecinden kurang faham aturan dan etika? 

Atau naluri garong lebih kuat? 

A…";Sat Apr 18 02:50:26 +0000 2020;matamelihat999
RT @demoSoCRAZY: Cukuplah masyarakat saja yg ikhlas di bungkam PSBB saat Pandemic Covid19, @KPK_RI gak usah ikut2an di bungkam??krn ada Coro…;Sat Apr 18 02:42:14 +0000 2020;Masartono
"RT @Bang_N_E_O: Kritik tajam dedi gumelar terkait covid-19

#CoronaBungkamSkandalKorupsi 
#CoronaBungkamSkandalKorupsi https://t.co/OvAyiTa…";Sat Apr 18 02:42:11 +0000 2020;woy_lau
"RT @BoN_009: Situation room itu Pusat Analisa &amp; Pengendali Situasi yg dikepalai oleh Prananda Prabowo--anak dari Ketum PDIP Megawati--

sel…";Sat Apr 18 02:42:05 +0000 2020;MAyladevi
"Gua kira beneran tetangga gua positif corona,, gua nnya ke emak ternyata positif hamil??

#Covid_19 #CoronaIndonesia… https://t.co/RMYJCcBVWQ";Sat Apr 18 02:41:00 +0000 2020;RizkyAji161
"RT @ekonomi_jeblok: Prediksi 8.000 Warga Akan Kena Corona, Anies Buat Tempat Isolasi di GOR|
BEDA MEMANG
Salut..antisipasi sdh dilakukan, d…";Sat Apr 18 02:40:52 +0000 2020;eric_joo1
"RT @Kuusebut_namaMu: Guys....
IMF kaya bangetttt dah ????
100 negara mau berhutang pada IMF.

Kira², pemilik IMF siapa ya?
Ingin hatiku pedek…";Sat Apr 18 02:40:40 +0000 2020;Fisabil49338483
"RT @Fariez_Abbasy: Jaksa KPK membuka percakapan WA
SekJen PDIP Hasto K dgn terdakwa penyuap Kom KPU Wahyu S, Saeful B. Isinya mengungkap du…";Sat Apr 18 02:39:01 +0000 2020;baddocq
"RT @Den__Artfleck14: Pantas aja kau teriak semvack teroosss rupanya dari kecil tak semvackan pula kau ???????? @dark_hunter__ 

#CoronaBungkamS…";Sat Apr 18 02:37:10 +0000 2020;roon3651
"RT @YongL4dy: Pemerintah Beri Dana Triliunan Untuk Ruangguru, Said Didu: Baru Kali Ini Nepotisme Dipertontonkan Istana Secara Terbuka

#Cor…";Sat Apr 18 02:33:36 +0000 2020;deliveria2
"RT @ekonomi_jeblok: Prediksi 8.000 Warga Akan Kena Corona, Anies Buat Tempat Isolasi di GOR|
BEDA MEMANG
Salut..antisipasi sdh dilakukan, d…";Sat Apr 18 02:24:13 +0000 2020;presa_kautsar
Mending nahan cemburu dari pada nahan éé ! #follobackforfolloback #folloback #FolloMe #FolloForFolloBack… https://t.co/36KXggrLEE;Sat Apr 18 02:23:03 +0000 2020;RaniNurhayani7
"RT @cangkeureuheun: #CoronaBungkamSkandalKorupsi

??ini akibat plecinden kurang faham aturan dan etika? 

Atau naluri garong lebih kuat? 

A…";Sat Apr 18 02:21:26 +0000 2020;Irpan_haris
"RT @ekonomi_jeblok: Prediksi 8.000 Warga Akan Kena Corona, Anies Buat Tempat Isolasi di GOR|
BEDA MEMANG
Salut..antisipasi sdh dilakukan, d…";Sat Apr 18 02:19:47 +0000 2020;Veenone
RT @koinpeduliojol: Apakah kalian sependapat dengan kemenhub bahwa KRL jabodetabek  tetap beroparsi? #TotalitasLawanCorona #CoronaBungkamSk…;Sat Apr 18 02:18:01 +0000 2020;koinpeduliojol
"RT @Fariez_Abbasy: Jaksa KPK membuka percakapan WA
SekJen PDIP Hasto K dgn terdakwa penyuap Kom KPU Wahyu S, Saeful B. Isinya mengungkap du…";Sat Apr 18 02:17:28 +0000 2020;muhcotan
"RT @cangkeureuheun: #CoronaBungkamSkandalKorupsi

??ini akibat plecinden kurang faham aturan dan etika? 

Atau naluri garong lebih kuat? 

A…";Sat Apr 18 02:16:45 +0000 2020;BatubaraFahreza
"RT @ekonomi_jeblok: Prediksi 8.000 Warga Akan Kena Corona, Anies Buat Tempat Isolasi di GOR|
BEDA MEMANG
Salut..antisipasi sdh dilakukan, d…";Sat Apr 18 02:16:29 +0000 2020;aa_rahman21
"RT @ekonomi_jeblok: Prediksi 8.000 Warga Akan Kena Corona, Anies Buat Tempat Isolasi di GOR|
BEDA MEMANG
Salut..antisipasi sdh dilakukan, d…";Sat Apr 18 02:12:57 +0000 2020;sarisetiawaty
RT @BasriKarim1: Kejaksaan Agung (Kejagung) terus mendalami kasus dugaan tindak pidana korupsi PT Asuransi Jiwasraya dengan memeriksa sejum…;Sat Apr 18 02:11:29 +0000 2020;Yasmin15889819
"RT @0O1972419: Coba sebutin hebatnya dia apa ?
Pasti pemuja bisa nyebutin...

Me : ?? Janji, Janji dan janji lagi

Up with hastag ??
#CoronaB…";Sat Apr 18 02:09:03 +0000 2020;Yasmin15889819
"RT @untukmu25: ???????? ??????????????

Tagar kita hari ini

#CoronaBungkamSkandalKorupsi

Yg ingin ikut viralkan TAGAR ini

#CoronaBungkamSkandalKoru…";Sat Apr 18 02:07:59 +0000 2020;SrikandiPrabowo
RT @D14h_Soew4rn02: Nggenjot pemasukan negara ditengah pandemi corona dgn mengundang turis sama sj membunuhi rakyat. Keselamatan bangsa dia…;Sat Apr 18 02:05:50 +0000 2020;PangaloanRizal
"RT @Bang_N_E_O: Keluar terancam mati karena corona, diam dirumah terancam mati kelaparan.

Nekat Berjualan Daripada Mati Kelaparan

#Corona…";Sat Apr 18 02:01:21 +0000 2020;Yasmin15889819
"RT @YongL4dy: Pemerintah Beri Dana Triliunan Untuk Ruangguru, Said Didu: Baru Kali Ini Nepotisme Dipertontonkan Istana Secara Terbuka

#Cor…";Sat Apr 18 02:00:05 +0000 2020;sinaga_sully
"RT @demoSoCRAZY: Pemerintah Beri Dana Triliunan Untuk Ruangguru

??@msaid_didu : Baru Kali Ini Nepotisme Dipertontonkan Istana Secara Terbuk…";Sat Apr 18 01:57:41 +0000 2020;Adudu7231
"RT @Mbobz17: Mana surat rekomendasinya pak???

#CoronaBungkamSkandalKorupsi

https://t.co/PDi60alpMZ";Sat Apr 18 01:57:12 +0000 2020;2Dablo
"RT @ekonomi_jeblok: Prediksi 8.000 Warga Akan Kena Corona, Anies Buat Tempat Isolasi di GOR|
BEDA MEMANG
Salut..antisipasi sdh dilakukan, d…";Sat Apr 18 01:54:12 +0000 2020;radensastro7579
"RT @cangkeureuheun: #CoronaBungkamSkandalKorupsi

??ini akibat plecinden kurang faham aturan dan etika? 

Atau naluri garong lebih kuat? 

A…";Sat Apr 18 01:53:00 +0000 2020;radensastro7579
"RT @abun___: #CoronaBungkamSkandalKorupsi
#CoronaBungkamSkandalKorupsi

Pak polisi Kalian sebenarnya pelayan dan pengayom rakyat atau alat…";Sat Apr 18 01:52:51 +0000 2020;radensastro7579
"RT @Fariez_Abbasy: Jaksa KPK membuka percakapan WA
SekJen PDIP Hasto K dgn terdakwa penyuap Kom KPU Wahyu S, Saeful B. Isinya mengungkap du…";Sat Apr 18 01:47:34 +0000 2020;JondresyT
Kalau memang turun ya hrsnya diturunkan, BBM turun setidaknya dpt membantu meringankan beban Rakyat saat ini.… https://t.co/SOLIIau0Mk;Sat Apr 18 01:44:21 +0000 2020;Nu_gr0_h0_2011
"RT @Doraemon1168: Kabupaten-Kota di Jabar Minta Pemberhentian Sementara KRL

Hadeeeh ??????

#CoronaBungkamSkandalKorupsi
#CoronaBungkamSkanda…";Sat Apr 18 01:44:11 +0000 2020;IyanSatria8
"RT @4yesha_Nay: #CoronaBungkamSkandalKorupsi
#CoronaBungkamSkandalKorupsi

34 Mahasiswa Bethel Petamburan Positif Corona, Kemungkinan Berta…";Sat Apr 18 01:43:55 +0000 2020;JalananSyair
"RT @Bang_N_E_O: Kritik tajam dedi gumelar terkait covid-19

#CoronaBungkamSkandalKorupsi 
#CoronaBungkamSkandalKorupsi https://t.co/OvAyiTa…";Sat Apr 18 01:43:00 +0000 2020;panembahansepuh
"Untuk manjadi jujur itu memang sulit bagi orang suka berbohong.

#TurunkanHargaBBM
#BubarkanStafsusPresiden… https://t.co/n4kCQDjUvs";Sat Apr 18 01:38:18 +0000 2020;Nu_gr0_h0_2011
RT @4yesha_Nay: Pandemi virus Corona (COVID-19) membuat semakin banyak buruh yang dirumahkan dan kena PHK. Totalnya jika digabungkan telah…;Sat Apr 18 01:35:26 +0000 2020;dharmayd1
"RT @YongL4dy: Pemerintah Beri Dana Triliunan Untuk Ruangguru, Said Didu: Baru Kali Ini Nepotisme Dipertontonkan Istana Secara Terbuka

#Cor…";Sat Apr 18 01:35:21 +0000 2020;H_Salvani
"RT @MudjiburRohman: ?S??t??a??f??s??u??s?
#CoronaBungkamSkandalKorupsi https://t.co/W6ptvsWA8z";Sat Apr 18 01:31:41 +0000 2020;pratamaadlian
"RT @cangkeureuheun: #CoronaBungkamSkandalKorupsi

??ini akibat plecinden kurang faham aturan dan etika? 

Atau naluri garong lebih kuat? 

A…";Sat Apr 18 01:29:28 +0000 2020;AyamKam83175751
"RT @HDouboegiez: Ruangguru Dapat Proyek Triliunan, Said Didu: Baru Kali Ini Nepotisme Di Istana Dipertontonkan Terbuka

#CoronaBungkamSkand…";Sat Apr 18 01:29:10 +0000 2020;Masartono
"RT @ekonomi_jeblok: Prediksi 8.000 Warga Akan Kena Corona, Anies Buat Tempat Isolasi di GOR|
BEDA MEMANG
Salut..antisipasi sdh dilakukan, d…";Sat Apr 18 01:27:02 +0000 2020;kuwungkuwung1
"RT @demoSoCRAZY: Pemerintah Beri Dana Triliunan Untuk Ruangguru

??@msaid_didu : Baru Kali Ini Nepotisme Dipertontonkan Istana Secara Terbuk…";Sat Apr 18 01:26:40 +0000 2020;BatubaraFahreza
"RT @McKayo_68: Menurut anda survei ini :

??????

Silahkan  ??????

RT    ??    Tidak percaya 
Like. ?.     Percaya 

#CoronaBungkamSkandalKorupsi…";Sat Apr 18 01:21:33 +0000 2020;vandhermoenss
"RT @YongL4dy: Pemerintah Beri Dana Triliunan Untuk Ruangguru, Said Didu: Baru Kali Ini Nepotisme Dipertontonkan Istana Secara Terbuka

#Cor…";Sat Apr 18 01:19:30 +0000 2020;Rakyat18962192
"RT @0O1972419: Coba sebutin hebatnya dia apa ?
Pasti pemuja bisa nyebutin...

Me : ?? Janji, Janji dan janji lagi

Up with hastag ??
#CoronaB…";Sat Apr 18 01:19:20 +0000 2020;BatubaraFahreza
"RT @ofMOM: Karena hebat belum tentu selamat.

#CoronaBungkamSkandalKorupsi";Sat Apr 18 01:17:28 +0000 2020;Mimi__LR
"RT @anyendia: saat y lain menerapkan SocialDistancing &amp; WorkFromHome, para medis justru tak prnah bsa plg tpat waktu bhkan standby smalaman…";Sat Apr 18 01:16:35 +0000 2020;ChichiChimarh
"RT @4yesha_Nay: #CoronaBungkamSkandalKorupsi
#CoronaBungkamSkandalKorupsi

Menko Perekonomian Airlangga Hartarto Blak-blakan Kartu Pra-kerj…";Sat Apr 18 01:15:20 +0000 2020;Bule_97
"RT @udalamodirantau: https://t.co/3o60FzWFQp lewat @okezonenews
Wali Kota Bekasi Rahmat Effendi menyetujui penghentian sementara operasiona…";Sat Apr 18 01:14:53 +0000 2020;Bule_97
"RT @abun___: #CoronaBungkamSkandalKorupsi
#CoronaBungkamSkandalKorupsi

Pak polisi Kalian sebenarnya pelayan dan pengayom rakyat atau alat…";Sat Apr 18 01:14:12 +0000 2020;go_jali
RT @uda_aden: Patung Dewa Khong Co Kwan Sing Tee Koen di Kelenteng Kwan Sing Bio mendadak runtuh. Yang tersisa dari patung setinggi 30 mete…;Sat Apr 18 01:07:16 +0000 2020;AlangBabega766
"RT @Kuusebut_namaMu: Guys....
IMF kaya bangetttt dah ????
100 negara mau berhutang pada IMF.

Kira², pemilik IMF siapa ya?
Ingin hatiku pedek…";Sat Apr 18 01:03:54 +0000 2020;dharmayd1
"RT @Fariez_Abbasy: Jaksa KPK membuka percakapan WA
SekJen PDIP Hasto K dgn terdakwa penyuap Kom KPU Wahyu S, Saeful B. Isinya mengungkap du…";Sat Apr 18 01:01:20 +0000 2020;dondi_zulheri
"RT @4yesha_Nay: Bantuannya berupa 50 ton beras, 10 ribu hazmat suit hingga alat disinfektan...

MasyaAllah Rumah Yatim

#CoronaBungkamSkand…";Sat Apr 18 01:00:52 +0000 2020;The12Sun
"RT @Pikachu_qu: Penundaan pemberitahuan selama 6 hari yang berakibat fatal keseluruh negara.

Dpatkah kalian dituntut atas kelalaian kalian…";Sat Apr 18 01:00:48 +0000 2020;Xavier11369516
"Mati skrg sma mati hari ini ttp aja judulnya ""MATI""
maju terus pantang mundur
#CoronaBungkamSkandalKorupsi https://t.co/UcYjS84Ocd";Sat Apr 18 00:58:36 +0000 2020;acretta
"RT @HDouboegiez: Ruangguru Dapat Proyek Triliunan, Said Didu: Baru Kali Ini Nepotisme Di Istana Dipertontonkan Terbuka

#CoronaBungkamSkand…";Sat Apr 18 00:51:20 +0000 2020;ArbiMoeslim
RT @D14h_Soew4rn02: Nggenjot pemasukan negara ditengah pandemi corona dgn mengundang turis sama sj membunuhi rakyat. Keselamatan bangsa dia…;Sat Apr 18 00:50:58 +0000 2020;1MenujuDamai
"RT @4yesha_Nay: Bantuannya berupa 50 ton beras, 10 ribu hazmat suit hingga alat disinfektan...

MasyaAllah Rumah Yatim

#CoronaBungkamSkand…";Sat Apr 18 00:47:32 +0000 2020;H3N1_BangoR
"RT @ekonomi_jeblok: Prediksi 8.000 Warga Akan Kena Corona, Anies Buat Tempat Isolasi di GOR|
BEDA MEMANG
Salut..antisipasi sdh dilakukan, d…";Sat Apr 18 00:47:24 +0000 2020;deoeyi
"RT @anyendia: saat y lain menerapkan SocialDistancing &amp; WorkFromHome, para medis justru tak prnah bsa plg tpat waktu bhkan standby smalaman…";Sat Apr 18 00:46:31 +0000 2020;evereeze
RT @D14h_Soew4rn02: Nggenjot pemasukan negara ditengah pandemi corona dgn mengundang turis sama sj membunuhi rakyat. Keselamatan bangsa dia…;Sat Apr 18 00:45:44 +0000 2020;SSyuban
"RT @Bang_N_E_O: Kritik tajam dedi gumelar terkait covid-19

#CoronaBungkamSkandalKorupsi 
#CoronaBungkamSkandalKorupsi https://t.co/OvAyiTa…";Sat Apr 18 00:44:37 +0000 2020;Rakyat18962192
